-0.052621	-0.26618	-0.96249
0.18638	-0.60586	0.77343
0.69334	-0.28648	-0.66121
-0.96444	-0.25205	-0.079567
-0.72128	0.040833	0.69144
0.14897	0.98799	0.041056
-0.99923	0.038309	0.0081503
-0.50066	-0.51448	0.69617
-0.16957	0.28784	0.94255
-0.28673	0.94426	-0.16171
-0.51731	0.84665	-0.12477
0.42734	-0.53025	0.73227
-0.49651	-0.84189	-0.21144
-0.058277	-0.98834	-0.14066
-0.6693	0.0034968	-0.74298
0.046156	-0.27259	0.96102
0.14464	0.51209	-0.84667
0.97416	0.11235	0.19592
0.012113	0.84348	-0.53702
0.57714	0.51097	-0.63704
-0.77089	0.61969	0.14732
0.58208	0.79785	0.1569
-0.58648	-0.76715	0.25985
0.13851	0.69872	-0.70186
-0.23248	0.93285	0.27521
0.21218	0.93471	0.28512
-0.91871	0.36086	0.16047
0.37427	-0.71837	0.5864
0.76658	-0.64126	-0.033808
-0.31696	-0.26305	-0.91123
0.56164	-0.26543	0.78365
0.6008	-0.79318	-0.099547
-0.74197	-0.6649	0.085904
0.32602	-0.13621	0.9355
0.54563	0.69196	-0.47274
-0.64312	0.70208	-0.30574
-0.026677	0.56054	0.8277
-0.019201	0.89199	0.45164
0.27989	-0.84549	-0.45476
-0.89126	-0.42146	0.1674
0.95635	-0.21183	-0.20132
-0.80995	-0.51453	-0.2815
-0.55762	-0.27167	-0.78438
0.7532	-0.51533	0.4088
-0.56384	-0.82568	0.018406
-0.38586	-0.68565	-0.61725
0.84213	0.2391	0.48337
0.24636	-0.87311	0.4207
-0.95205	0.27834	-0.12698
0.066663	-0.97038	0.23219
-0.39908	-0.81197	-0.42596
-0.65349	0.52126	0.54885
-0.70878	0.70072	-0.081363
-0.38909	0.91792	0.077695
-0.51979	0.69196	-0.50101
-0.87594	0.27388	-0.39714
0.7038	-0.51649	-0.48775
0.83279	-0.52226	0.1836
0.12994	-0.77075	0.62375
0.0074159	-0.0018336	0.99997
-0.021211	-0.51114	0.85923
0.19652	0.69317	0.69347
-0.1836	-0.8176	0.54573
-0.256	0.68642	0.68066
-0.85053	0.0045984	-0.52591
0.29594	0.26789	-0.91687
-0.74721	-0.58231	0.3203
0.37505	-0.92441	-0.069321
-0.25504	0.51006	0.82146
0.85435	-0.28862	-0.43219
0.066861	-0.8261	-0.55955
-0.4657	0.69782	0.54422
-0.32056	0.51085	-0.79766
-0.5624	-0.51588	-0.6462
-0.71279	-0.51033	-0.48113
0.45434	-0.84129	-0.29292
0.13716	0.9336	-0.33103
0.29196	0.94473	-0.14911
0.54454	0.27885	-0.79103
-0.67337	-0.51018	0.53507
0.1352	-0.99081	-0.004725
0.0020478	0.98992	-0.1416
0.4259	0.84358	-0.32709
-0.59753	-0.69082	-0.4071
0.20764	0.83687	0.5065
0.42314	0.53625	0.73034
0.76417	-0.28153	0.58032
-0.26643	0.024347	0.96355
0.54256	0.031867	0.83941
-0.87203	-0.048188	0.48707
0.32143	-0.51328	-0.79575
-0.33924	-0.67992	0.65009
0.37855	-0.0061749	-0.92556
0.21087	0.51239	0.83246
0.75281	0.26664	-0.60181
-0.51618	-0.027573	0.85604
-0.85535	-0.51405	-0.06422
0.88723	0.29781	-0.35232
0.48109	-0.276	-0.83209
-0.75784	-0.26506	-0.59617
