1.8245	0.71587
0.1501	-0.068173
0.55854	0.1978
0.16868	0.28849
1.9204	0.8997
0.35583	1.0101
1.0072	0.66696
0.84344	0.69637
0.19783	-0.0097278
0.27325	0.63614
1.3679	0.8605
1.5127	0.096657
1.5295	-0.010607
1.6648	-0.077427
1.0435	-0.10224
1.8564	0.37946
0.78654	-0.072513
1.8702	0.51022
0.28227	0.13137
0.95544	0.18519
0.28165	-0.0051391
0.83125	1.0098
1.4485	0.30035
1.9157	0.99972
0.48012	0.069611
0.88308	0.04838
0.48576	0.22505
0.76106	0.95819
1.5612	0.75382
0.5102	0.61502
1.3631	0.3164
0.75662	0.41132
0.73359	0.18166
1.8343	0.96727
0.296	0.94796
0.51124	0.69249
1.6395	0.69786
1.0178	0.97261
0.044834	0.20161
1.3275	1.0989
1.2171	0.95399
2.0393	0.57517
0.10353	0.48311
0.0198	0.46495
0.10155	0.609
0.23202	0.4583
0.54768	0.33728
0.92596	0.69605
1.7597	0.80304
1.5936	0.052662
0.82974	0.10835
0.98202	0.90424
0.98331	-0.052381
0.33128	0.41671
0.33062	0.58224
1.2652	0.28617
0.19609	0.12481
0.40881	0.23794
1.574	1.0139
1.6602	0.0023171
1.6645	1.0029
0.55849	0.028836
1.7465	-0.0098491
1.4339	-0.043511
0.18291	0.20242
1.8691	0.61163
0.57819	1.0817
1.6209	1.082
0.22991	1.0722
0.49417	0.77466
1.1771	-0.095964
0.8439	0.54633
0.34484	0.82259
1.7727	0.15164
0.42068	0.34201
0.2776	0.86452
0.62467	0.47964
2.0139	0.46392
1.401	0.98718
0.39264	-0.078075
1.2301	0.075632
0.65643	0.20862
0.71592	0.48146
1.1207	0.40816
0.50607	0.85132
0.23663	-0.068168
1.9193	0.69568
0.24575	0.059161
0.79887	0.6168
1.667	0.7983
1.6872	0.10285
0.097164	1.0074
0.24856	0.54917
0.76354	0.54092
0.6313	0.062777
1.716	0.22216
0.029209	0.13031
0.92098	-0.073244
0.99722	1.0862
0.49637	0.99626
1.2758	0.75768
2.0857	-0.027692
0.68323	-0.022504
0.40586	0.95823
1.0157	0.5619
2.0067	0.89609
1.872	0.11165
0.095936	0.87551
1.2527	1.0273
0.3296	0.25509
1.9299	0.44308
2.0835	0.23211
0.61981	0.89674
1.4497	0.035094
0.21609	0.91107
0.76234	0.68536
0.77974	1.0443
0.93197	-0.0047469
2.0711	0.83865
0.16468	0.5338
0.4084	1.0812
2.0677	0.38178
0.72008	0.75456
-0.011294	0.072302
1.7557	-0.089397
0.61781	-0.011401
0.80014	0.037065
2.0232	-0.079039
0.054326	0.54304
-0.0056588	0.99442
1.45	0.75132
0.10923	-0.011253
0.11162	1.0768
0.9623	0.76809
0.43075	0.7083
0.72932	1.0862
0.83819	0.8272
1.3319	1.022
1.2392	0.17006
1.8835	0.015002
0.16788	1.0324
0.80541	0.19735
1.2683	0.85477
0.57862	0.58158
0.10909	0.79454
0.48878	-0.079015
0.35799	0.90306
0.64269	0.75016
0.43426	1.0226
0.64337	0.6174
1.5844	0.61328
-0.012193	0.23464
0.65526	1.084
1.1261	0.70777
1.5946	0.33806
0.64324	1.0224
0.72112	0.60692
1.185	0.23921
0.41315	0.77959
0.098031	0.31718
0.66534	0.54335
0.91679	1.0822
1.2521	0.60038
1.0394	0.23351
1.6015	0.15055
1.0717	0.067301
0.88132	0.88933
0.35726	-0.0085356
1.0226	0.13724
1.3183	0.11725
2.0811	0.65311
0.35149	0.17481
-0.063109	0.87867
1.4844	1.0086
1.7482	0.39588
0.024161	0.31498
0.43109	0.63342
0.84902	-0.015611
0.55004	0.10422
1.1618	0.58801
1.6343	0.42253
-0.072836	0.74698
1.2778	-0.077333
0.83809	0.94402
2.0733	0.94356
0.56887	0.42293
0.88235	0.47009
1.1111	0.18486
1.2114	0.68144
0.68156	0.68275
0.19567	0.36481
1.5182	0.3883
0.97968	0.055541
1.0396	0.33034
1.4139	0.65524
-0.070435	0.59105
1.7952	0.30019
0.67816	0.95719
-0.049073	0.66805
2.0714	0.11367
0.62181	0.35606
1.292	0.01932
1.3119	0.93645
1.4927	-0.09428
0.14488	0.94447
1.3249	0.21864
0.96215	1.0256
0.56917	0.75367
0.55679	-0.051735
0.43283	-0.024426
0.92204	0.53886
0.33546	0.073163
0.2744	0.3661
1.5924	0.51466
0.88482	0.76786
1.7171	1.0818
1.3196	0.67515
1.5464	0.93104
-0.019222	-0.072068
0.47791	0.54255
0.31483	-0.068157
1.7848	0.48304
0.78799	0.88536
1.5168	1.0861
1.1521	0.11213
1.4248	0.4041
2.0581	0.74833
0.92966	0.41219
0.24911	0.28743
-0.065538	-0.022577
0.9345	0.8418
2.0197	1.0838
1.2196	1.1008
-0.045912	0.30553
1.9211	-0.07822
1.9191	0.28747
0.11181	0.12967
0.34876	0.3287
1.5309	0.26811
0.10966	0.22802
0.62453	-0.080729
1.4994	0.18322
1.3615	-0.0081165
0.055756	0.94702
2.0026	0.67434
1.7346	0.69529
1.4176	0.52057
1.1698	0.50054
0.87385	0.62431
1.6494	0.9058
0.48341	0.1511
2.0843	0.49891
0.75612	-0.015624
1.0276	0.41937
1.6924	0.50075
0.55767	1.0213
2.0389	0.036567
-0.03149	0.52651
1.174	0.8814
0.88395	0.32377
0.065998	0.050151
1.0367	-0.0085225
0.05782	-0.058573
1.6229	0.23837
-0.006101	0.39338
0.48547	0.46654
0.70474	0.89151
0.41354	0.42184
0.8407	1.0816
1.217	-0.023396
0.26259	0.20705
0.08383	0.71913
-0.076226	0.22713
