0.46987	-0.31091	-0.82617
0.3529	-0.21249	0.91121
0.75133	0.52305	-0.4024
-0.73335	-0.22512	0.6415
0.59295	-0.15986	-0.78921
0.48172	-0.088903	0.87181
-0.18423	0.015545	-0.98276
0.3744	0.45515	-0.80788
0.84228	-0.47418	0.25636
0.59741	-0.15614	-0.78659
0.86239	0.19745	-0.46615
0.44381	-0.19617	-0.87438
0.72692	-0.68636	-0.022014
-0.57252	0.45693	-0.68076
0.37603	0.81887	-0.43365
0.77813	0.15603	-0.60841
0.73424	0.21837	0.64281
0.16806	-0.32152	0.93187
-0.35778	0.73906	-0.57078
0.75598	-0.0023654	-0.65459
-0.72498	0.66152	0.19183
0.22006	-0.64517	-0.73166
-0.56365	0.037536	0.82516
-0.0029736	-0.21677	0.97622
0.075762	-0.31734	-0.94528
-0.36853	-0.6722	0.64213
0.57399	0.67773	-0.45959
-0.40383	0.0034519	0.91483
-0.092259	0.14099	-0.9857
0.26694	0.91701	-0.29636
-0.023555	0.70298	-0.71082
-0.38679	-0.9217	-0.029289
0.43381	-0.10158	-0.89526
0.73008	0.67394	-0.11304
-0.0023307	0.38893	0.92126
-0.0080958	0.42993	-0.90283
0.035147	0.56446	-0.82471
-0.16401	0.2182	-0.96202
-0.023383	0.77423	0.63247
-0.92145	0.15521	-0.35614
0.45781	-0.77354	0.43823
0.18901	0.092817	-0.97758
-0.069111	0.30204	-0.95079
0.0043872	-0.59893	-0.80079
-0.84805	-0.38325	0.36598
0.25503	0.089138	0.96282
0.32208	-0.94066	-0.10686
0.17152	0.18274	-0.96808
-0.95897	0.18634	-0.21367
-0.082675	0.13207	0.98779
0.14466	-0.49233	0.8583
-0.82378	-0.14511	0.54802
-0.40463	-0.29858	0.86436
-0.43801	-0.58741	0.68052
-0.44481	-0.41805	-0.79207
0.85488	0.49552	0.15373
0.57278	-0.33667	0.74737
0.2312	-0.41236	0.8812
0.99231	-0.023639	-0.12146
0.15479	-0.088378	0.98399
0.33859	-0.081004	0.93744
0.01358	-0.094733	0.99541
0.37477	-0.40163	-0.83561
-0.24641	0.18712	0.95093
0.24214	-0.67805	0.69399
0.82344	-0.53142	0.19885
-0.080537	0.46969	0.87915
0.27094	0.35794	0.89357
-0.36596	-0.19521	-0.90993
0.53608	0.14942	0.83084
-0.38265	-0.31253	-0.86943
-0.89056	-0.072479	0.44906
0.84697	0.4364	0.30364
0.50079	0.48497	0.71694
0.089655	0.42939	0.89866
-0.056384	-0.026071	-0.99807
0.35337	-0.13513	-0.92567
-0.99728	0.068342	0.027565
0.70875	-0.51126	0.48609
0.70397	0.58796	0.3984
-0.48867	0.40623	-0.77213
-0.57473	0.39221	0.71823
0.21003	0.22823	0.95068
0.63698	-0.063396	-0.76827
0.90528	0.35556	-0.23249
-0.41874	0.53942	0.73054
0.53939	0.056029	-0.84019
0.081294	0.14427	0.98619
-0.25517	-0.87201	-0.41772
-0.85249	0.27088	-0.4471
-0.37178	0.91081	-0.17949
0.25027	0.62532	-0.73915
0.35739	0.7527	-0.55292
-0.65587	-0.64383	0.3941
0.56233	0.31159	-0.76596
0.028148	-0.18604	-0.98214
-0.91947	0.39095	0.041612
-0.45787	0.86618	0.2002
-0.99731	-0.06808	-0.027123
0.18077	-0.52005	-0.83479
