0.6924	-0.60591	0.39173
-0.91432	-0.21864	0.34092
-0.80729	-0.27625	0.52151
-0.85339	-0.42232	0.30557
0.7051	-0.62991	-0.32565
0.93546	0.34284	0.085872
0.90493	-0.10091	0.41341
0.81298	-0.34134	0.47175
0.99659	0.014289	-0.081267
0.97301	-0.11318	0.2011
0.79019	-0.13431	0.59796
0.61311	-0.38362	0.6906
0.79243	-0.17805	-0.5834
-0.57463	0.1187	0.80976
0.85735	-0.4554	0.2399
0.99087	-0.13408	0.014305
-0.62975	0.43777	0.64169
0.58977	0.33857	0.73317
-0.76571	-0.10723	-0.63418
0.86982	0.49189	-0.03822
-0.88669	-0.094432	-0.45262
-0.95788	-0.007438	0.28707
0.91422	0.25162	0.31762
0.80896	0.31873	0.49396
0.68893	0.567	0.45153
0.97014	0.17844	0.16431
0.90559	-0.13971	-0.40048
-0.97628	0.12696	0.1754
0.95203	-0.283	0.11641
0.8593	0.44545	0.25134
-0.917	0.25802	-0.30421
-0.92343	0.27579	0.26687
0.57567	-0.044781	0.81646
0.99551	0.023679	0.091698
0.97146	0.14875	-0.18477
-0.86398	0.46622	0.19019
0.76238	0.059732	-0.64437
-0.58128	-0.27349	0.76637
-0.74175	-0.65798	-0.12988
-0.95822	-0.042236	-0.2829
-0.74167	0.66995	-0.033216
0.67486	0.52456	-0.51904
0.73119	0.64954	-0.20848
-0.93633	-0.32368	0.13611
0.88565	0.053334	-0.46129
-0.00022681	0.00098152	-1
-0.95429	0.28875	0.077179
-0.8895	0.45629	-0.024388
-0.98304	-0.18306	0.011263
0.82258	-0.37272	-0.42946
