0.46819	-0.30768	-0.82833
0.33733	-0.20356	0.91912
0.74152	0.53581	-0.4038
-0.74027	-0.23856	0.62856
0.11327	-0.02533	-0.99324
0.47003	-0.088065	0.87825
-0.25701	0.023758	-0.96612
0.36938	0.45725	-0.809
0.83955	-0.48132	0.25198
0.58741	-0.14318	-0.79652
0.85743	0.19852	-0.47476
0.43171	-0.18999	-0.88177
0.046485	-0.84834	-0.52741
-0.54228	0.45056	-0.70917
0.41983	0.7849	-0.45571
0.78809	0.15331	-0.59616
0.73045	0.21531	0.64814
0.12719	-0.25608	0.95825
-0.33414	0.74678	-0.57504
0.15146	0.033415	-0.9879
-0.72322	0.66383	0.1905
0.18874	-0.64352	-0.7418
-0.56046	0.048845	0.82674
0.288	-0.86787	0.40478
0.025045	-0.78837	-0.61469
-0.32236	-0.68817	0.65001
0.47324	0.74864	-0.46431
-0.34908	-0.00731	0.93707
-0.38992	0.57741	-0.71733
0.20507	0.95355	-0.22066
-0.021594	0.70323	-0.71063
-0.3023	-0.95311	-0.01411
0.34534	-0.092122	-0.93395
0.64775	0.74734	-0.14798
-0.019967	0.45161	0.89199
-0.013468	0.47518	-0.87979
0.016588	0.53331	-0.84575
-0.13414	0.18379	-0.97377
0.0077274	0.61591	0.78777
-0.9184	0.15492	-0.36407
0.43523	-0.78761	0.43618
-0.27628	-0.10572	-0.95525
-0.081912	0.31201	-0.94654
0.017656	-0.69137	-0.72228
-0.84808	-0.38205	0.36716
0.22032	0.076869	0.97239
0.18175	-0.97841	-0.098376
0.07046	0.075526	-0.99465
-0.95836	0.19067	-0.21259
-0.052036	0.11217	0.99233
0.1348	-0.47107	0.87174
-0.82253	-0.14672	0.54947
-0.39436	-0.29188	0.87137
-0.41661	-0.60148	0.68166
-0.014451	-0.82852	-0.55978
0.85546	0.49464	0.15334
0.56247	-0.34309	0.75227
0.21225	-0.41139	0.8864
0.99097	-0.020855	-0.13245
-0.23405	0.088911	0.96815
0.32221	-0.078818	0.94338
0.12897	-0.88303	0.45124
0.35684	-0.37701	-0.85471
-0.21452	0.15586	0.9642
0.22575	-0.69367	0.684
0.82357	-0.52876	0.20528
-0.060186	0.52387	0.84967
0.29329	0.34517	0.89154
-0.35666	-0.19647	-0.91334
0.81311	0.56213	-0.1512
-0.32857	-0.30985	-0.89221
